date,time,hi1_open,hi1_high,hi1_low,hi1_close,hi1_volume
20170703,91400,25524.0,25524.0,25524.0,25524.0,639.0
20170703,91500,25530.0,25557.0,25506.0,25547.0,941.0
20170703,91600,25549.0,25564.0,25547.0,25560.0,371.0
